ID,tip_r,indentation_depth,specimen_E,specimen_n,yield_stress,slope,slope_2,slope_3,work_total,work_elastic,work_plastic,work_ratio,curvature,curvature_linear,curvature_shift,h_ratio,norm_curvature,norm_curvature_linear,norm_curvature_shift,norm_slope,curvature_200,curvature_200_norm,curvature_200_norm_linear,curvature_200_norm_shift,work_total_trapz,work_elastic_trapz,work_plastic_trapz,work_ratio_trapz,alpha,exp,alpha_norm,exp_norm
77242,0.476,0.23,100976.6,0.36,463.95,133782.70864567705,128199.98116550545,138767.39130434775,382.5381090310002,84.11286070000176,298.4252483309984,0.7801190032724676,69083.10528884194,4134.8496005448105,15.166941781910884,0.1840000000000001,0.7896286785146672,0.20548633102682787,0.0032771285740526685,6.5847387835010815,67051.84052124213,0.7380378693720641,0.24828848291795566,0.0020565121835465663,382.5381090310002,-84.11286070000176,466.6509697310019,1.2198809967275324,4.566002568570892,1.4158268594239528e-07,0.9861189710723364,1.6887734806167145
77243,0.62,0.23,145281.1,0.322,2260.1,179042.15880312407,166650.10811408187,178913.43517430488,958.6678412700003,392.3405714485162,566.3272698214838,0.5907439943653883,153552.88610285177,13561.144812833447,12.660349606814975,0.3540000000000001,0.7167517627482111,0.2752195573772929,0.0011171232180454856,3.5699112828490187,150030.50510378266,0.6784504733785732,0.3237433804673553,-0.00036409274646809214,958.6678412700003,-392.3405714485162,1351.0084127185166,1.4092560056346115,4.610828189441651,2.178747024709617e-06,0.9792039035109359,1.6094509781288122
77244,0.5920000000000001,0.23,127381.2,0.34700000000000003,3166.86,149011.3014675847,135949.085509266,151316.34902620685,987.2654642,508.3122501337571,478.9532140662431,0.485131133858053,160199.0253404552,13756.250802244434,1.1219780909560768,0.456,0.7246593184327144,0.2705492105799765,9.593944098273964e-05,2.8597696296011645,158154.45717814655,0.6885242982620071,0.3106492196652716,-0.0009794874534863052,987.2654642,-508.3122501337571,1495.5777143337573,1.5148688661419472,4.619597382476654,3.337845151830012e-06,0.9819774356371722,1.6207792120306437
77245,0.187,0.23,123277.9,0.305,2767.76,138253.36052894793,130644.36977110292,138159.06776341575,698.0541691410002,318.69719740356635,379.35697173743387,0.5434491884838345,157796.31701932725,2779.118289812754,22.026905801869574,0.3710000000000001,0.9267255899179244,0.07096325219867547,0.002445411472094436,3.5279185656984193,156347.06512451998,0.9035877135221226,0.08807568684919041,0.002463473354623821,698.0541691410002,-318.69719740356635,1016.7513665445664,1.4565508115161654,4.44943936662118,3.8538655534922574e-07,0.9948820152271656,1.879878345989045
77246,0.447,0.23,154688.8,0.096,3331.96,188184.73087842145,177556.84383280747,191643.9925198688,912.1608439900003,347.8526259910009,564.3082179989992,0.618649903377332,165988.64128413293,9740.93446676558,27.724935601137535,0.32,0.7960111682502949,0.2031016984416852,0.0025133672291808105,3.823425701625117,164261.6787339124,0.7563533564074009,0.2328185140750332,0.0026490565436640442,912.1608439900003,-347.8526259910009,1260.013469981001,1.3813500966226675,4.65091779691504,4.376204265231764e-06,0.9897354624125048,1.6963792975302259
77247,0.298,0.23,116487.3,0.123,2767.19,140097.34120185295,133636.90112179462,140016.0121552125,666.649462566,268.9293075700055,397.7201549959945,0.5965956283308624,136883.97052937833,4746.306240723908,21.714604353238126,0.32,0.8625955645199918,0.13004168283357198,0.002586726377054777,3.8412590836521137,135828.25452705735,0.8434983147121693,0.1545538889303843,0.0028156796455918376,666.649462566,-268.9293075700055,935.5787701360056,1.4034043716691376,4.680104000105262,1.781292217774453e-06,0.9866824000396855,1.7933148512973318
77248,0.311,0.23,140288.9,0.279,68.29,200130.4347826016,197749.6285470701,0.0,105.17525861300005,4.390121481092092,100.78513713190792,0.9582589903843654,21514.658837693467,751.8992418109599,4.396561813706304,0.036000000000000164,0.8744385305508408,0.13286989112785205,0.0033779461364342113,35.37006028257427,21378.25835104452,0.8301697595913936,0.1499219152885136,0.0044917936767893156,105.17525861300005,-4.390121481092092,109.56538009409212,1.0417410096156343,4.176063573002135,6.503898051580103e-07,1.0015512201452588,1.787945952380414
77249,0.258,0.23,54618.7,0.112,3761.01,58016.0128994736,52051.10741526512,59264.040307518575,442.7177461110001,303.56826207000097,139.14948404099914,0.3143074459141084,92777.44308808149,2918.404497597136,8.559518807162249,0.5579999999999999,0.8760681829594286,0.11981555140501696,0.0015278783396371054,2.3138813220459724,92090.76028482737,0.8539457626941442,0.14193090013768206,0.0014438852573077695,442.7177461110001,-303.56826207000097,746.2860081810011,1.6856925540858916,4.65211474925303,3.610781509401475e-06,0.9898215865252992,1.813450336881252
77250,0.388,0.23,117325.4,0.486,2716.95,128296.03142608624,116687.47197279905,130200.04174330462,830.4044795700001,456.1803957388318,374.2240838311683,0.4506527758917546,158787.52634354052,7782.1407091503415,16.581964619514338,0.4730000000000001,0.8214620427770419,0.175042040747068,0.001621627874635901,2.8224417539695072,156647.51043932803,0.7880786553325252,0.2070181032526459,0.000983621623041997,830.4044795700001,-456.1803957388318,1286.584875308832,1.549347224108245,4.667865078049546,2.712899583016896e-06,0.9878661785634932,1.7371778716331483
77251,0.7120000000000001,0.23,175144.8,0.149,3760.6,211669.34097947853,202386.97036510124,218190.23371197292,1240.13277927,517.8887639645146,722.2440153054855,0.5823924884322725,184259.06907732782,19786.443092607748,9.01358630778077,0.3710000000000001,0.6782149178624711,0.3166491740593471,0.0006271617878463863,3.3551679043830367,180866.4216243126,0.6343220491668045,0.3610709771800981,-0.0005691735730688485,1240.13277927,-517.8887639645146,1758.0215432345149,1.4176075115677276,4.599653853957259,1.772137037659337e-07,0.9805905321700764,1.562866938416354
